itemid,count,percentage,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,type,is_in_extract
229235,27,0.0003689482242658614,Brain Tissue Oxygenation,PbtO2,chartevents,Hemodynamics,mmHg,Numeric,,,,0
225734,27,0.0003689482242658614,Presep Catheter Line Tip Cultured,Presep Catheter Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,,,0
228820,27,0.0003689482242658614,Pressure ulcer #8- Stage,Pressure ulcer #8- Stage,chartevents,Skin - Impairment,,Text,,,6.0,0
229337,26,0.0003552834752189776,Domestic Violence NCP - Expected outcomes,DV NCP - Expected outcomes,chartevents,Care Plans,,Text,,,4.0,0
225746,26,0.0003552834752189776,Pheresis Catheter Discontinued,Pheresis Catheter Discontinued,chartevents,Access Lines - Invasive,,Text,,,1.0,0
229236,26,0.0003552834752189776,Cerebral Temperature (C),Cerebral T (C),chartevents,Hemodynamics,°C,Numeric,,,,0
229431,26,0.0003552834752189776,ROS-Extremeties / MSK,ROS-Extremeties / MSK,chartevents,MD Progress Note,,Text,,,8.0,0
228192,26,0.0003552834752189776,Oxygenator Sweep Rate,Oxygenator Sweep Rate,chartevents,Tandem Heart,L/min,Numeric,,,,0
228194,26,0.0003552834752189776,Peripheral Pulses (Tandem Heart),Peripheral Pulses (Tandem Heart),chartevents,Tandem Heart,,Text,,,4.0,0
228627,26,0.0003552834752189776,Pressure Ulcer #8- Width,Pressure Ulcer #8-  Width,chartevents,Skin - Impairment,cm,Numeric,,,,0
228740,26,0.0003552834752189776,Pressure ulcer #8- Wound Base,Pressure ulcer #8- Wound Base,chartevents,Skin - Impairment,,Text,,,6.0,0
228730,26,0.0003552834752189776,Pressure ulcer #8- Length,Pressure ulcer #8- Length,chartevents,Skin - Impairment,cm,Numeric,,,,0
229547,25,0.00034161872617209383,EKOS site,EKOS site,chartevents,Access Lines - Invasive,,Text,,,2.0,0
228760,25,0.00034161872617209383,Pressure ulcer #8- Drainage,Pressure ulcer #8- Drainage,chartevents,Skin - Impairment,,Text,,,7.0,0
229342,25,0.00034161872617209383,Domestic Violence NCP - Problem resolved,DV NCP - Problem resolved,chartevents,Care Plans,,Text,,,2.0,0
229545,25,0.00034161872617209383,EKOS Line Site Appear,EKOS Line Site Appear,chartevents,Access Lines - Invasive,,Text,,,5.0,0
228557,25,0.00034161872617209383,Pressure Ulcer #9- Type,Pressure Ulcer #9- Type,chartevents,Skin - Impairment,,Text,,,1.0,0
228615,24,0.0003279539771252101,Pressure Ulcer #6- Depth,Pressure Ulcer #6- Depth,chartevents,Skin - Impairment,cm,Numeric,,,,0
228527,24,0.0003279539771252101,Impaired Skin #10- Cleanse,Impaired Skin #10- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
229343,24,0.0003279539771252101,Domestic Violence NCP - Plan revised,DV NCP - Plan revised,chartevents,Care Plans,,Text,,,2.0,0
229034,24,0.0003279539771252101,Incision Appearance #8,Incision Appearance #8,chartevents,Skin - Incisions,,Text,,,4.0,0
229422,24,0.0003279539771252101,ROS-HEENT,ROS-HEENT,chartevents,MD Progress Note,,Text,,,12.0,0
229016,24,0.0003279539771252101,Incision #8- Location,Incision #8- Location,chartevents,Skin - Incisions,,Text,,,16.0,0
228609,23,0.00031428922807832634,Impaired Skin #10- Dressing Status,Impaired Skin #10- Dressing Status,chartevents,Skin - Impairment,,Text,,,3.0,0
224112,23,0.00031428922807832634,Traction/Immobile #1,Traction/Immobile #1,chartevents,Treatments,,Text,,,7.0,0
225749,23,0.00031428922807832634,Presep Catheter Discontinued,Presep Catheter Discontinued,chartevents,Access Lines - Invasive,,Text,,,2.0,0
228514,23,0.00031428922807832634,Pressure Ulcer #9- Location,Pressure Ulcer #9- Location,chartevents,Skin - Impairment,,Text,,,17.0,0
228585,23,0.00031428922807832634,Impaired Skin #10- Type,Impaired Skin #10- Type,chartevents,Skin - Impairment,,Text,,,10.0,0
229029,23,0.00031428922807832634,Incision #8- Treatment,Incision #8- Treatment,chartevents,Skin - Incisions,,Text,,,7.0,0
229046,23,0.00031428922807832634,Incision Drainage #8,Incision Drainage #8,chartevents,Skin - Incisions,,Text,,,7.0,0
229432,23,0.00031428922807832634,ROS-Psych,ROS-Psych,chartevents,MD Progress Note,,Text,,,5.0,0
228810,23,0.00031428922807832634,Pressure ulcer #8- Dressing status,Pressure ulcer #8- Dressing status,chartevents,Skin - Impairment,,Text,,,5.0,0
229339,23,0.00031428922807832634,Domestic Violence NCP - Interventions,DV NCP - Interventions,chartevents,Care Plans,,Text,,,6.0,0
228964,22,0.0003006244790314426,Nutrition  NCP - Goal,Nutrition NCP - Goal,chartevents,Care Plans,,Text,,,3.0,0
229423,22,0.0003006244790314426,ROS-Neuro,ROS-Neuro,chartevents,MD Progress Note,,Text,,,5.0,0
229548,22,0.0003006244790314426,EKOS Position,EKOS Position,chartevents,Access Lines - Invasive,,Text,,,3.0,0
225731,22,0.0003006244790314426,Pheresis Catheter Line Tip Cultured,Pheresis Catheter Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227477,22,0.0003006244790314426,Incision Site #6,Incision Site #6,chartevents,Skin - Incisions,,Text,,,13.0,0
229238,22,0.0003006244790314426,FiO2 Challenge,FiO2 Challenge,chartevents,Hemodynamics,,Text,,,2.0,0
229042,22,0.0003006244790314426,Incision Closure #8,Incision Closure #8,chartevents,Skin - Incisions,,Text,,,7.0,0
225032,22,0.0003006244790314426,Dressing Status #6,Dressing Status #6,chartevents,Skin - Incisions,,Text,,,5.0,0
229862,21,0.00028695972998455885,Forehead SpO2 Sensor in Place,Forehead SpO2 Sensor in Place,chartevents,Routine Vital Signs,,Checkbox,,,,0
224317,21,0.00028695972998455885,ABI Ankle BP R,ABI Ankle BP R,chartevents,IABP,mmHg,Numeric,,,,0
225027,21,0.00028695972998455885,Incision Dressing #6,Incision Dressing #6,chartevents,Skin - Incisions,,Text,,,7.0,0
228821,21,0.00028695972998455885,Pressure ulcer #9- Stage,Pressure ulcer #9- Stage,chartevents,Skin - Impairment,,Text,,,5.0,0
229546,21,0.00028695972998455885,EKOS US,EKOS US,chartevents,Access Lines - Invasive,,Text,,,2.0,0
228750,21,0.00028695972998455885,Pressure ulcer #8- Surrounding tissue,Pressure ulcer #8- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,5.0,0
224315,21,0.00028695972998455885,ABI Brachial BP L,ABI Brachial BP L,chartevents,IABP,mmHg,Numeric,,,,0
229239,21,0.00028695972998455885,FiO2 Challenge Result,FiO2 Challenge Result,chartevents,Hemodynamics,,Text,,,2.0,0
227655,20,0.0002732949809376751,Reflexes UE,Reflexes UE,chartevents,OB-GYN,,Text,,,5.0,0
228770,20,0.0002732949809376751,Pressure ulcer #8- Drainage amount,Pressure ulcer #8- Drainage amount,chartevents,Skin - Impairment,,Text,,,5.0,0
228547,20,0.0002732949809376751,Pressure Ulcer #9- Treatment,Pressure Ulcer #9- Treatment,chartevents,Skin - Impairment,,Text,,,13.0,0
229038,20,0.0002732949809376751,Incision #8- Dressing Status,Incision #8- Dressing Status,chartevents,Skin - Incisions,,Text,,,4.0,0
229050,20,0.0002732949809376751,Incision Drainage Amount #8,Incision Drainage Amount #8,chartevents,Skin - Incisions,,Text,,,5.0,0
228227,20,0.0002732949809376751,Tandem Heart Return Cannula Size,Tandem Heart Return Cannula Size,chartevents,Access Lines - Invasive,,Text,,,3.0,0
227654,20,0.0002732949809376751,Reflexes LE,Reflexes LE,chartevents,OB-GYN,,Text,,,5.0,0
228628,19,0.00025963023189079135,Pressure Ulcer #9- Width,Pressure Ulcer #9-  Width,chartevents,Skin - Impairment,cm,Numeric,,,,0
229821,19,0.00025963023189079135,Device (VAD),Device (VAD),chartevents,Durable VAD,,Text,,,3.0,0
228780,19,0.00025963023189079135,Pressure ulcer #8- Odor,Pressure ulcer #8- Odor,chartevents,Skin - Impairment,,Checkbox,,,,0
228190,19,0.00025963023189079135,Infusate Drops/Minute,Infusate Drops/Minute,chartevents,Tandem Heart,None,Numeric,,,,0
228731,19,0.00025963023189079135,Pressure ulcer #9- Length,Pressure ulcer #9- Length,chartevents,Skin - Impairment,cm,Numeric,,,,0
229822,18,0.00024596548284390755,Driveline Lock Engaged (VAD),Driveline Lock Engaged (VAD),chartevents,Durable VAD,,Text,,,2.0,0
229823,18,0.00024596548284390755,Flow (VAD),Flow (VAD),chartevents,Durable VAD,L/min,Numeric,,,,0
228191,18,0.00024596548284390755,Infusion Pressure of Line,Infusion Pressure of Line,chartevents,Tandem Heart,None,Numeric,,,,0
229824,18,0.00024596548284390755,HCT (VAD),HCT (VAD),chartevents,Durable VAD,None,Numeric,,,,0
229827,18,0.00024596548284390755,Mean BP (VAD),Mean BP (VAD),chartevents,Durable VAD,mmHg,Numeric,,,,0
228790,18,0.00024596548284390755,Pressure ulcer #8- Cleanse,Pressure ulcer #8- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
229819,18,0.00024596548284390755,Backup Controller (VAD),Backup Controller (VAD),chartevents,Durable VAD,,Text,,,2.0,0
229829,18,0.00024596548284390755,Speed (VAD),Speed (VAD),chartevents,Durable VAD,RPM,Numeric,,,,0
228751,17,0.00023230073379702383,Pressure ulcer #9- Surrounding tissue,Pressure ulcer #9- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,4.0,0
228968,17,0.00023230073379702383,Nutrition  NCP - outcomes met,Nutrition NCP - outcomes met,chartevents,Care Plans,,Text,,,2.0,0
225002,17,0.00023230073379702383,Incision Cleansing #6,Incision Cleansing #6,chartevents,Skin - Incisions,,Text,,,3.0,0
229863,17,0.00023230073379702383,Forehead Sensor Position Changed,Forehead Sensor Position Changed,chartevents,Routine Vital Signs,,Checkbox,,,,0
226745,17,0.00023230073379702383,APACHE II Predecited Death Rate,APACHE II PDR,chartevents,Scores - APACHE II,%,Numeric,,,,0
229859,17,0.00023230073379702383,Power (Watts) (VAD),Power (Watts) (VAD),chartevents,Durable VAD,None,Numeric,,,,0
229831,17,0.00023230073379702383,System power module and self test (VAD),System power module and self test (VAD),chartevents,Durable VAD,,Text,,,2.0,0
229830,17,0.00023230073379702383,System controller in primary mode (VAD),System controller in primary mode (VAD),chartevents,Durable VAD,,Text,,,2.0,0
228741,17,0.00023230073379702383,Pressure ulcer #9- Wound Base,Pressure ulcer #9- Wound Base,chartevents,Skin - Impairment,,Text,,,6.0,0
228761,17,0.00023230073379702383,Pressure ulcer #9- Drainage,Pressure ulcer #9- Drainage,chartevents,Skin - Impairment,,Text,,,5.0,0
228811,16,0.00021863598475014006,Pressure ulcer #9- Dressing status,Pressure ulcer #9- Dressing status,chartevents,Skin - Impairment,,Text,,,4.0,0
226748,16,0.00021863598475014006,APACHEII-Renal failure,APACHEII-Renal failure,chartevents,Scores - APACHE II,,Checkbox,,,,0
225411,16,0.00021863598475014006,Patient on vent,Patient on vent,chartevents,Case Management,,Text,,,2.0,0
227638,16,0.00021863598475014006,Medication Added #2 (Peritoneal Dialysis),Medication Added #2 (PD),chartevents,Dialysis,,Text,,,3.0,0
228448,16,0.00021863598475014006,Angio Dressing # 4,Angio Dressing # 4,chartevents,Cardiovascular,,Text,,,6.0,0
228446,15,0.0002049712357032563,Angio Appearance # 4,Angio Appearance # 4,chartevents,Cardiovascular,,Text,,,4.0,0
229828,15,0.0002049712357032563,Pulsatility Index (VAD),Pulsatility Index (VAD),chartevents,Durable VAD,None,Numeric,,,,0
226170,15,0.0002049712357032563,Head of Bed Measurement,HOB Measurement,chartevents,Treatments,Degree,Numeric,,,,0
225046,15,0.0002049712357032563,Incision Packing #5,Incision Packing #5,chartevents,Skin - Incisions,,Text,,,2.0,0
226738,15,0.0002049712357032563,AgeApacheIIScore,AgeApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
228840,15,0.0002049712357032563,Pressure ulcer #8- Tunneling present,Pressure ulcer #8- Tunneling present,chartevents,Skin - Impairment,,Text,,,2.0,0
226758,14,0.00019130648665637256,GCSVerbalApacheIIValue,GCSVerbalApacheIIValue,chartevents,Scores - APACHE II,,Text,,,5.0,0
228450,14,0.00019130648665637256,Angio Site # 4,Angio Site # 4,chartevents,Cardiovascular,,Text,,,3.0,0
226744,14,0.00019130648665637256,APACHE II PDR - Adjusted,APACHE II PDR - Adjusted,chartevents,Scores - APACHE II,%,Numeric,,,,0
226739,14,0.00019130648665637256,AgeApacheIIValue,AgeApacheIIValue,chartevents,Scores - APACHE II,years,Numeric,,,,0
226751,14,0.00019130648665637256,CreatinineApacheIIScore,CreatinineApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226743,14,0.00019130648665637256,APACHE II,APACHE II,chartevents,Scores - APACHE II,None,Numeric,,,,0
226755,14,0.00019130648665637256,GcsApacheIIScore,GcsApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226756,14,0.00019130648665637256,GCSEyeApacheIIValue,GCSEyeApacheIIValue,chartevents,Scores - APACHE II,,Text,,,4.0,0
226757,14,0.00019130648665637256,GCSMotorApacheIIValue,GCSMotorApacheIIValue,chartevents,Scores - APACHE II,,Text,,,4.0,0
226760,14,0.00019130648665637256,HCO3Score,HCO3Score,chartevents,Scores - APACHE II,None,Numeric,,,,0
226761,14,0.00019130648665637256,HematocritApacheIIScore,HematocritApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226763,14,0.00019130648665637256,HrApacheIIScore,HrApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226764,14,0.00019130648665637256,HrApacheIIValue,HrApacheIIValue,chartevents,Scores - APACHE II,bpm,Numeric,,,,0
226765,14,0.00019130648665637256,MapApacheIIScore,MapApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226766,14,0.00019130648665637256,MapApacheIIValue,MapApacheIIValue,chartevents,Scores - APACHE II,mmHg,Numeric,,,,0
226767,14,0.00019130648665637256,OxygenApacheIIScore,OxygenApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226768,14,0.00019130648665637256,PhApacheIIScore,PhApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226771,14,0.00019130648665637256,PotassiumApacheIIScore,PotassiumApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226773,14,0.00019130648665637256,RrApacheIIScore,RrApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226774,14,0.00019130648665637256,RRApacheIIValue,RRApacheIIValue,chartevents,Scores - APACHE II,insp/min,Numeric,,,,0
224314,14,0.00019130648665637256,ABI Brachial BP R (Impella),ABI Brachial BP R (Impella),chartevents,Impella,mmHg,Numeric,,,,0
226775,14,0.00019130648665637256,SodiumApacheIIScore,SodiumApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226777,14,0.00019130648665637256,TempApacheIIScore,TempApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
226778,14,0.00019130648665637256,TempApacheIIValue,TempApacheIIValue,chartevents,Scores - APACHE II,°F,Numeric,,,,0
226779,14,0.00019130648665637256,WbcApacheIIScore,WbcApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
224318,14,0.00019130648665637256,ABI Ankle BP L (Impella),ABI Ankle BP L (Impella),chartevents,Impella,mmHg,Numeric,,,,0
228862,14,0.00019130648665637256,Impaired Skin #10- Type,Impaired Skin #10- Type,chartevents,Skin - Impairment,,Text,,,8.0,0
229675,13,0.0001776417376094888,Performance Level (R),Performance Level (R),chartevents,Impella,,Text,,,9.0,0
226780,13,0.0001776417376094888,WBCApacheIIValue,WBCApacheIIValue,chartevents,Scores - APACHE II,None,Numeric,,,,0
224453,13,0.0001776417376094888,Traction/Immobile Location #3,Traction/Immobile Location #3,chartevents,Treatments,,Text,,,7.0,0
226776,13,0.0001776417376094888,SodiumApacheIIValue,SodiumApacheIIValue,chartevents,Scores - APACHE II,None,Numeric,,,,0
228850,13,0.0001776417376094888,Pressure ulcer #8- Undermining present,Pressure ulcer #8- Undermining present,chartevents,Skin - Impairment,,Text,,,3.0,0
225741,13,0.0001776417376094888,Tunneled (Hickman) Line Discontinued,Tunneled (Hickman) Line Discontinued,chartevents,Access Lines - Invasive,,Text,,,1.0,0
226772,13,0.0001776417376094888,PotassiumApacheIIValue,PotassiumApacheIIValue,chartevents,Scores - APACHE II,None,Numeric,,,,0
228771,13,0.0001776417376094888,Pressure ulcer #9- Drainage amount,Pressure ulcer #9- Drainage amount,chartevents,Skin - Impairment,,Text,,,4.0,0
226762,13,0.0001776417376094888,HematocritApacheIIValue,HematocritApacheIIValue,chartevents,Scores - APACHE II,None,Numeric,,,,0
226753,13,0.0001776417376094888,DswfApacheScore,DswfApacheScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
228791,13,0.0001776417376094888,Pressure ulcer #9- Cleanse,Pressure ulcer #9- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
226749,13,0.0001776417376094888,ChpApacheIIScore,ChpApacheIIScore,chartevents,Scores - APACHE II,None,Numeric,,,,0
228616,12,0.00016397698856260504,Pressure Ulcer #7- Depth,Pressure Ulcer #7- Depth,chartevents,Skin - Impairment,cm,Numeric,,,,0
226272,12,0.00016397698856260504,EF (CCO),EF (CCO),chartevents,Hemodynamics,%,Numeric,,,,0
226752,12,0.00016397698856260504,CreatinineApacheIIValue,CreatinineApacheIIValue,chartevents,Scores - APACHE II,None,Numeric,,,,0
226759,12,0.00016397698856260504,HCO3ApacheIIValue,HCO3ApacheIIValue,chartevents,Scores - APACHE II,None,Numeric,,,,0
226991,12,0.00016397698856260504,APACHEIII,APACHEIII,chartevents,Scores - APACHE IV (2),None,Numeric,,,,0
226993,12,0.00016397698856260504,ApacheIV_LOS,ApacheIV_LOS,chartevents,Scores - APACHE IV (2),%,Numeric,,,,0
228558,12,0.00016397698856260504,Pressure Ulcer #10- Type,Pressure Ulcer #10- Type,chartevents,Skin - Impairment,,Text,,,1.0,0
228851,12,0.00016397698856260504,Pressure ulcer #9- Undermining present,Pressure ulcer #9- Undermining present,chartevents,Skin - Impairment,,Text,,,3.0,0
228841,12,0.00016397698856260504,Pressure ulcer #9- Tunneling present,Pressure ulcer #9- Tunneling present,chartevents,Skin - Impairment,,Text,,,3.0,0
229673,12,0.00016397698856260504,Motor Current (mA) High (R),Motor Current (mA) High (R),chartevents,Impella,None,Numeric,,,,0
227773,11,0.0001503122395157213,Traction/Immobile #3,Traction/Immobile #3,chartevents,Treatments,,Text,,,5.0,0
228995,11,0.0001503122395157213,Discharge NCP - Goal,Discharge NCP - Goal,chartevents,Care Plans,,Text,,,3.0,0
226541,11,0.0001503122395157213,ScvO2 Central Venous O2% Sat,ScvO2 Central Venous O2% Sat,chartevents,Labs,None,Numeric,,,,0
229674,11,0.0001503122395157213,Motor Current (mA) Low (R),Motor Current (mA) Low (R),chartevents,Impella,None,Numeric,,,,0
228392,11,0.0001503122395157213,Alsius Bath Temp,Alsius Bath Temp,chartevents,Treatments,°C,Numeric,,,,0
229261,11,0.0001503122395157213,Flow Sensor repositioned (RVAD),Flow Sensor repositioned (RVAD),chartevents,Centrimag,,Text,,,2.0,0
228781,11,0.0001503122395157213,Pressure ulcer #9- Odor,Pressure ulcer #9- Odor,chartevents,Skin - Impairment,,Checkbox,,,,0
225751,11,0.0001503122395157213,Triple Introducer Discontinued,Triple Introducer Discontinued,chartevents,Access Lines - Invasive,,Text,,,1.0,0
228189,11,0.0001503122395157213,CO-Tandem Heart Flow,CO-Tandem Heart Flow,chartevents,Tandem Heart,L/min,Numeric,,,,0
229676,11,0.0001503122395157213,Placement Monitoring Screen (R),Placement Monitoring Screen (R),chartevents,Impella,,Text,,,2.0,0
227453,11,0.0001503122395157213,Vancomycin (Peak),Vancomycin (Peak),chartevents,Labs,None,Numeric with tag,,,,0
226769,10,0.00013664749046883755,PHApacheIIValue,PHApacheIIValue,chartevents,Scores - APACHE II,None,Numeric,,,,0
229251,10,0.00013664749046883755,Cannula sites visually inspected (RVAD),Cannula sites visually inspected (RVAD),chartevents,Centrimag,,Text,,,2.0,0
